rn,clusid
Br6222_ekacbdac-1,X1
Br6222_ekagfbcb-1,X3
Br6222_ekahofne-1,X1
Br6222_ekbegfnh-1,X3
Br6222_ekbfgdcb-1,DISCARD
Br6222_ekbkcgmm-1,X10
Br6222_ekcchonm-1,X3
Br6222_ekcclpbg-1,X3
Br6222_ekcgkelp-1,X6
Br6222_ekcihopl-1,X3
Br6222_ekckjjle-1,X13
Br6222_ekcnkgkj-1,X5
Br6222_ekcnlpnc-1,X3
Br6222_ekdakjbo-1,X2
Br6222_ekdbnanj-1,X1
Br6222_ekdcnhcj-1,X3
Br6222_ekdfened-1,X7
Br6222_ekdkagip-1,X3
Br6222_ekebegah-1,X12
Br6222_ekecamef-1,X3
Br6222_ekecbggc-1,X3
Br6222_ekecggkf-1,X12
Br6222_ekedokch-1,X12
Br6222_ekfbgnbf-1,X12
Br6222_ekfbnohg-1,X12
Br6222_ekfdchae-1,X10
Br6222_ekfemcnc-1,X3
Br6222_ekfmnmjj-1,X10
Br6222_ekfmpblj-1,X3
Br6222_ekfnlmaf-1,X14
Br6222_ekgcennm-1,X4
Br6222_ekhfglji-1,X3
Br6222_ekhmaelf-1,X3
Br6222_ekhnhkaj-1,X2
Br6222_ekhnhnga-1,X3
Br6222_ekhoeoim-1,X3
Br6222_ekhpjmob-1,X3
Br6222_ekjcimfe-1,X13
Br6222_ekjjmolg-1,X3
Br6222_ekkfboal-1,X3
Br6222_ekkgpldi-1,X3
Br6222_ekkkefff-1,X3
Br6222_ekknpdld-1,X3
Br6222_eklbaknm-1,X3
Br6222_eklhnnkn-1,X3
Br6222_ekmcoidb-1,X10
Br6222_ekmjinoa-1,X10
Br6222_ekmkglnf-1,X12
Br6222_ekmlobdo-1,X3
Br6222_ekndofdg-1,X11
Br6222_eknfikcd-1,X10
Br6222_eknhkpje-1,X3
Br6222_ekodiekk-1,X10
Br6222_ekoicmdk-1,X3
Br6222_ekoiejea-1,X6
Br6222_ekpeodlc-1,X7
Br6222_ekpglhbk-1,X3
Br6222_elahdcoj-1,DISCARD
Br6222_elbbhnkf-1,X10
Br6222_elbgmopm-1,X13
Br6222_elbhhlmd-1,X2
Br6222_elbjcboi-1,X3
Br6222_elbmlplh-1,X3
Br6222_elcaaeoc-1,X3
Br6222_elcajaid-1,X3
Br6222_elchoiha-1,X10
Br6222_elcknceg-1,X3
Br6222_elddadbn-1,X3
Br6222_eldfbpap-1,X3
Br6222_eldgddfd-1,X3
Br6222_eldmaija-1,DISCARD
Br6222_eldokgcf-1,X6
Br6222_eleddaff-1,X10
Br6222_elefcmcb-1,X3
Br6222_elfaaekf-1,X3
Br6222_elfaoakn-1,X1
Br6222_elfjllbe-1,X6
Br6222_elfoafdl-1,X3
Br6222_elgblmle-1,X3
Br6222_elgcelfg-1,X2
Br6222_elghghei-1,X3
Br6222_elgippke-1,X1
Br6222_elhcklcl-1,X3
Br6222_elhdonjo-1,X5
Br6222_elhihblm-1,X10
Br6222_elhnnkji-1,X3
Br6222_elinaeep-1,X3
Br6222_eljcbhma-1,X3
Br6222_eljhlhji-1,X1
Br6222_eljjfeml-1,X12
Br6222_eljjokmo-1,X3
Br6222_elkehaaa-1,X3
Br6222_elkmpiam-1,X1
Br6222_ellbgmll-1,X3
Br6222_ellciphe-1,X5
Br6222_ellgjdjj-1,X3
Br6222_elllgnnb-1,X13
Br6222_elmclpfa-1,X3
Br6222_elmjokcp-1,X10
Br6222_elmpacgg-1,X2
Br6222_elnancbf-1,X18
Br6222_elndkcen-1,X12
Br6222_elnjehhh-1,X5
Br6222_elnjpmgn-1,X1
Br6222_elokifhp-1,X4
Br6222_elopockp-1,X3
Br6222_elpcebph-1,X5
Br6222_elphnepj-1,X3
Br6222_elpjhfdg-1,X3
Br6222_elplfmfm-1,X10
Br6222_elpoehbe-1,X3
Br6222_elpokaem-1,X3
Br6222_emabhigb-1,X6
Br6222_emajcgod-1,X7
Br6222_emalilmi-1,DISCARD
Br6222_embahabd-1,DISCARD
Br6222_embclnlf-1,X7
Br6222_embdahcj-1,X10
Br6222_embfkjfh-1,X3
Br6222_embilcap-1,X1
Br6222_embmobpk-1,X3
Br6222_embpejhn-1,X6
Br6222_emcfldcn-1,X5
Br6222_emclhkfm-1,X5
Br6222_emcmkglm-1,X7
Br6222_emcnhjop-1,X5
Br6222_emcoamef-1,X3
Br6222_emdnbopb-1,X3
Br6222_emeadejp-1,X10
Br6222_emeajiaf-1,X5
Br6222_emeboend-1,X3
Br6222_emegjpmk-1,X3
Br6222_emfanjpc-1,X3
Br6222_emfcbpde-1,X7
Br6222_emfelebe-1,X7
Br6222_emfgnkfi-1,X12
Br6222_emfgohom-1,X7
Br6222_emfmiafo-1,X3
Br6222_emfnjfed-1,X3
Br6222_emgehabk-1,X6
Br6222_emggpkgd-1,X3
Br6222_emgibogb-1,X2
Br6222_emhfpdjf-1,X10
Br6222_emhfppmo-1,X2
Br6222_emhoaoih-1,X3
Br6222_emidbjba-1,X2
Br6222_emifnpaj-1,X3
Br6222_emijkdad-1,X6
Br6222_emijpccj-1,X3
Br6222_eminobhn-1,X3
Br6222_emioippn-1,X3
Br6222_emjckane-1,X3
Br6222_emjfecmc-1,X3
Br6222_emjlgipg-1,X1
Br6222_emkhbmll-1,X3
Br6222_emkigblj-1,X6
Br6222_emkiklmf-1,X6
Br6222_emkmdmpc-1,X6
Br6222_emlbbbbf-1,X6
Br6222_emleenli-1,X3
Br6222_emliicpd-1,X6
Br6222_emlmbhfd-1,X3
Br6222_emmdcnnm-1,X3
Br6222_emmdjdki-1,X3
Br6222_emmjckhi-1,X3
Br6222_emmlnllb-1,X5
Br6222_emmppdnd-1,X10
Br6222_emnebdnm-1,X3
Br6222_emnjnjob-1,X10
Br6222_emnnedhf-1,X5
Br6222_emobikld-1,X5
Br6222_emocfgcg-1,X3
Br6222_emoghapd-1,DISCARD
Br6222_emohgghf-1,X5
Br6222_emoinbpb-1,X3
Br6222_emokdclb-1,X3
Br6222_emonfocp-1,X1
Br6222_emonncpi-1,X3
Br6222_emophdlj-1,X3
Br6222_empckiic-1,X1
Br6222_emphdlag-1,X3
Br6222_emphpjid-1,X3
Br6222_empoonjd-1,X1
Br6222_enadjcge-1,X4
Br6222_enaekanp-1,X1
Br6222_enafjidp-1,X2
Br6222_enakjdan-1,X3
Br6222_enapgpoi-1,X1
Br6222_enbcelmh-1,X3
Br6222_enbkakjk-1,X3
Br6222_encaabhi-1,X3
Br6222_encbdfhd-1,X10
Br6222_enckoifi-1,X3
Br6222_encmeinl-1,X3
Br6222_endcjbng-1,X10
Br6222_endehida-1,X1
Br6222_endfmecb-1,X3
Br6222_endfoecj-1,X10
Br6222_endjecao-1,X3
Br6222_endojgbd-1,X3
Br6222_eneddgap-1,X3
Br6222_enehoiip-1,X3
Br6222_enekjgim-1,X3
Br6222_enfbgdoo-1,X3
Br6222_enfblamk-1,X1
Br6222_enffocgd-1,X5
Br6222_enfijeho-1,X3
Br6222_enfmfdpo-1,X5
Br6222_enfmfpaa-1,X10
Br6222_engbdgag-1,X2
Br6222_enghlecm-1,X3
Br6222_engknnnl-1,X3
Br6222_englcgio-1,X3
Br6222_engmbdje-1,X3
Br6222_engnjbba-1,X3
Br6222_enhaiadg-1,X3
Br6222_enhbpkmi-1,X3
Br6222_enhddpan-1,X3
Br6222_enhdmcom-1,X2
Br6222_enhepahj-1,X1
Br6222_enhhkifo-1,X5
Br6222_enhknjlo-1,X3
Br6222_enhpkeng-1,X2
Br6222_enifligl-1,X7
Br6222_eniimfaf-1,X13
Br6222_eninngec-1,X13
Br6222_enjacalp-1,X13
Br6222_enjcamac-1,X1
Br6222_enjdajpf-1,DISCARD
Br6222_enjeiebe-1,X4
Br6222_enjjpchb-1,X2
Br6222_enjkhkni-1,X4
Br6222_enkaejkc-1,X3
Br6222_enkgmkje-1,X4
Br6222_enkjfphm-1,X3
Br6222_enkkobmh-1,X3
Br6222_enkllboe-1,X3
Br6222_enkmkllk-1,X3
Br6222_enknghff-1,X3
Br6222_enkoodgl-1,X3
Br6222_enlejabj-1,X13
Br6222_enlgjeel-1,X3
Br6222_enlgljac-1,X13
Br6222_enlhjhhc-1,X10
Br6222_enlipbnn-1,X13
Br6222_enljcedf-1,X1
Br6222_enmfdiaa-1,X3
Br6222_enmmcaah-1,X3
Br6222_enmniacj-1,X13
Br6222_enncokcj-1,X13
Br6222_enniekgf-1,X13
Br6222_ennifgkn-1,X13
Br6222_ennjbanh-1,X13
Br6222_ennjiaol-1,X13
Br6222_ennjnebd-1,X13
Br6222_ennjodim-1,X13
Br6222_ennkcgdm-1,X13
Br6222_enoapdfh-1,X13
Br6222_enobkiej-1,X13
Br6222_enococjm-1,X13
Br6222_enojcbge-1,X13
Br6222_enonekdg-1,X13
Br6222_enpffojk-1,X13
Br6222_enphclbl-1,X13
Br6222_enphgecl-1,X13
Br6222_eoadlfah-1,X4
Br6222_eoagoldk-1,X7
Br6222_eoakccnl-1,X10
Br6222_eoalinhh-1,X3
Br6222_eoalnggb-1,X5
Br6222_eoaocnbg-1,X10
Br6222_eobfjmfi-1,X12
Br6222_eobgegnj-1,X10
Br6222_eobpipfp-1,X3
Br6222_eocaelne-1,X3
Br6222_eocgccde-1,X1
Br6222_eocpcgnb-1,X3
Br6222_eodagbol-1,X5
Br6222_eodcaikl-1,X3
Br6222_eodjgiip-1,X3
Br6222_eodkdhlj-1,X3
Br6222_eodmiiph-1,X3
Br6222_eodmjbpg-1,X3
Br6222_eodniehf-1,X3
Br6222_eodpcbaj-1,X3
Br6222_eoebodba-1,X3
Br6222_eoeclkmj-1,X10
Br6222_eoecohld-1,X3
Br6222_eoediaea-1,X3
Br6222_eoelfeek-1,X3
Br6222_eofbbcog-1,X3
Br6222_eofbefcd-1,X3
Br6222_eoffefap-1,X3
Br6222_eofjkgip-1,X3
Br6222_eofpnbkf-1,X3
Br6222_eogadbld-1,X3
Br6222_eogcgchj-1,X3
Br6222_eogfonkm-1,X7
Br6222_eoggoeph-1,X7
Br6222_eoghdfnd-1,X3
Br6222_eogiimfk-1,X10
Br6222_eogkjhmh-1,X4
Br6222_eogoijem-1,X5
Br6222_eogpaceg-1,X4
Br6222_eohbffjm-1,X2
Br6222_eohelflp-1,X10
Br6222_eohfpehk-1,X10
Br6222_eoiaihoe-1,X3
Br6222_eoibdajf-1,X3
Br6222_eoidjhmk-1,X3
Br6222_eoipeane-1,X5
Br6222_eojfhoik-1,X3
Br6222_eojfjcjc-1,X3
Br6222_eojiandn-1,X5
Br6222_eojipgal-1,X13
Br6222_eokbchka-1,X5
Br6222_eokcpmbf-1,X7
Br6222_eolecnhk-1,X7
Br6222_eolgpbca-1,X13
Br6222_eoliaanp-1,X3
Br6222_eolmdnac-1,X1
Br6222_eolmnddh-1,X13
Br6222_eoloeffi-1,X13
Br6222_eombjmem-1,X13
Br6222_eomefbmf-1,X5
Br6222_eomfcbho-1,X5
Br6222_eomgkpob-1,X3
Br6222_eomoncdp-1,X13
Br6222_eonabakk-1,X13
Br6222_eonbffoc-1,X13
Br6222_eonfbmlh-1,X13
Br6222_eonhjmbd-1,X13
Br6222_eonjaeda-1,X13
Br6222_eonjhbdc-1,X13
Br6222_eonpffgj-1,X13
Br6222_eooahinf-1,X13
Br6222_eoobmbbb-1,X3
Br6222_eooddmhp-1,X13
Br6222_eooefagi-1,X4
Br6222_eoogdkkj-1,X13
Br6222_eoohnjkg-1,X13
Br6222_eooofenl-1,X13
Br6222_eooofomd-1,X13
Br6222_eoplknbk-1,X13
Br6222_eopojcbf-1,X7
Br6222_eoppbjho-1,X18
Br6222_epafjhfh-1,X7
Br6222_epbbommg-1,X1
Br6222_epbffeoa-1,X13
Br6222_epbnapak-1,X13
Br6222_epbndihh-1,X13
Br6222_epbohkam-1,X13
Br6222_epbopedl-1,X3
Br6222_epbpmhnd-1,X3
Br6222_epcikdmc-1,X3
Br6222_epconoob-1,X3
Br6222_epcopjkc-1,X5
Br6222_epdajkph-1,X3
Br6222_epddaobp-1,X7
Br6222_epdfpnkb-1,X7
Br6222_epdhaafg-1,DISCARD
Br6222_epdlnkee-1,X6
Br6222_epeagonp-1,X3
Br6222_epeamenj-1,X6
Br6222_epffalnc-1,X6
Br6222_epfgcfil-1,X6
Br6222_epfhnpeb-1,X10
Br6222_epfjmiie-1,X6
Br6222_epfnnicj-1,X13
Br6222_epgebhdm-1,X1
Br6222_epgjfmdj-1,X13
Br6222_epgkkofn-1,X10
Br6222_epgleonl-1,X3
Br6222_epgnfnge-1,DISCARD
Br6222_ephahikk-1,X3
Br6222_ephcdagd-1,X10
Br6222_ephemlji-1,DISCARD
Br6222_ephgmjjo-1,X3
Br6222_ephhppdd-1,X3
Br6222_ephnhmoi-1,X1
Br6222_ephnjkfb-1,X3
Br6222_epidfnjm-1,X1
Br6222_epidodao-1,DISCARD
Br6222_epiicmkp-1,X3
Br6222_epiionlc-1,X3
Br6222_epjegfde-1,X2
Br6222_epjjncne-1,X3
Br6222_epkhdkhm-1,X3
Br6222_epkkipca-1,X4
Br6222_epkndkhi-1,DISCARD
Br6222_epknnnhb-1,X3
Br6222_eplefbge-1,X3
Br6222_eplnkmla-1,X3
Br6222_epmcegim-1,X3
Br6222_epnalmab-1,X3
Br6222_epniacpn-1,X3
Br6222_epnichea-1,X3
Br6222_epnkjjej-1,X5
Br6222_epohmnej-1,X5
Br6222_epojbjfi-1,X5
Br6222_epojficn-1,X3
Br6222_epommfea-1,X3
Br6222_epooedgd-1,X3
Br6222_epookbkd-1,X3
Br6222_eppfnjcp-1,DISCARD
Br6222_eppjfdbo-1,X2
Br6222_faacjche-1,DISCARD
Br6222_faacmjag-1,X10
Br6222_faafjled-1,X3
Br6222_faajcfbp-1,X5
Br6222_faakjiim-1,X10
Br6222_faanmikg-1,X10
Br6222_faaoifpj-1,X10
Br6222_fabfhaaa-1,X2
Br6222_fabkcooe-1,X3
Br6222_fabpejai-1,X3
Br6222_facalcok-1,DISCARD
Br6222_facdcfib-1,X3
Br6222_facdgdhj-1,X3
Br6222_faceeonm-1,X3
Br6222_facfbjpk-1,X3
Br6222_fadankdf-1,X3
Br6222_fadilkhe-1,X3
Br6222_faebdpbc-1,X3
Br6222_faecmkmn-1,X3
Br6222_faefhmbe-1,X13
Br6222_faejlnin-1,X13
Br6222_faeodhha-1,X13
Br6222_faeohhec-1,X1
Br6222_fafabomp-1,X13
Br6222_fafbpbeh-1,X13
Br6222_fafeklci-1,X13
Br6222_fafoalih-1,X13
Br6222_faggapde-1,X3
Br6222_fagiklcc-1,X3
Br6222_fagjcpnc-1,X13
Br6222_fagpcdif-1,X3
Br6222_fahbpgaj-1,X13
Br6222_fahdohlf-1,X13
Br6222_fahmhgha-1,X13
Br6222_faichcnj-1,X12
Br6222_faiefhbd-1,X4
Br6222_faiholdg-1,X13
Br6222_fajcdbfp-1,X13
Br6222_fajcnjam-1,X13
Br6222_fajdaonb-1,X13
Br6222_fajjiiml-1,X3
Br6222_fakjpbjj-1,X1
Br6222_faklbanh-1,X4
Br6222_fakodhic-1,X4
Br6222_falggpna-1,X13
Br6222_faloidfe-1,X13
Br6222_famnkagp-1,X13
Br6222_famppplj-1,X13
Br6222_fanbiech-1,X13
Br6222_fancajeg-1,X13
Br6222_fangloeh-1,X13
Br6222_fanhailk-1,X13
Br6222_fankamka-1,X13
Br6222_fanmppic-1,X12
Br6222_fanoigfm-1,X3
Br6222_faombllh-1,X5
Br6222_faomonag-1,X12
Br6222_faonndnm-1,X1
Br6222_faoomkld-1,X13
Br6222_faopnann-1,X13
Br6222_fapaflie-1,X13
Br6222_fapeidbp-1,X13
Br6222_fapfkcbm-1,X10
Br6222_fapibbmm-1,X13
Br6222_fapinhja-1,X13
Br6222_fapjiolg-1,X3
Br6222_fappmnpo-1,X13
Br6222_fbadaklh-1,X13
Br6222_fbagdnni-1,X12
Br6222_fbaglofc-1,X3
Br6222_fbakmcii-1,X3
Br6222_fbalhfjb-1,X2
Br6222_fbbcleob-1,X3
Br6222_fbbcmfpm-1,X3
Br6222_fbbebgef-1,X3
Br6222_fbbenbdj-1,X3
Br6222_fbbepfkn-1,X1
Br6222_fbbhmmga-1,X13
Br6222_fbbiangn-1,X13
Br6222_fbbjgbml-1,X13
Br6222_fbbldmng-1,X13
Br6222_fbbndmii-1,X1
Br6222_fbbofbbi-1,X13
Br6222_fbcffibm-1,X13
Br6222_fbclbgei-1,X13
Br6222_fbdkemhe-1,X13
Br6222_fbedgbai-1,X13
Br6222_fbegjjaa-1,X13
Br6222_fbepcboo-1,X13
Br6222_fbffafni-1,X3
Br6222_fbffdkcl-1,X3
Br6222_fbfggijk-1,X3
Br6222_fbfhgefe-1,X3
Br6222_fbfnbppl-1,X3
Br6222_fbgeahmb-1,X10
Br6222_fbgpefdp-1,X3
Br6222_fbhdefoc-1,X5
Br6222_fbhdgpjm-1,X3
Br6222_fbheihom-1,X1
Br6222_fbhfeipf-1,X5
Br6222_fbhfpkjo-1,X2
Br6222_fbhjlgil-1,X1
Br6222_fbhncged-1,DISCARD
Br6222_fbhodjeh-1,X3
Br6222_fbiamdnb-1,X3
Br6222_fbifbboc-1,X10
Br6222_fbiffjkm-1,X10
Br6222_fbikdhhj-1,X2
Br6222_fbikopje-1,X3
Br6222_fbjbafob-1,DISCARD
Br6222_fbjddobc-1,X2
Br6222_fbjddoja-1,X5
Br6222_fbjhjljk-1,X3
Br6222_fbklpohp-1,X1
Br6222_fblchmgl-1,DISCARD
Br6222_fbmofjdp-1,X2
Br6222_fbnahmco-1,X3
Br6222_fbnddien-1,X3
Br6222_fbninnmd-1,X10
Br6222_fbobhenn-1,X1
Br6222_fboncece-1,X3
Br6222_fbpcolna-1,X3
Br6222_fbpfadpl-1,X3
Br6222_fbpfmopn-1,X3
Br6222_fbpicodh-1,X2
Br6222_fbpploej-1,X3
Br6222_fcaeakfj-1,DISCARD
Br6222_fcaehbok-1,DISCARD
Br6222_fcbdnkmc-1,X3
Br6222_fcbfmjoo-1,X3
Br6222_fcbicfnm-1,X10
Br6222_fcblaeib-1,X3
Br6222_fcbmljoi-1,X3
Br6222_fcbokjak-1,X3
Br6222_fcccbbep-1,X3
Br6222_fcceoeai-1,X3
Br6222_fcckobdi-1,X3
Br6222_fcdcbhak-1,X3
Br6222_fcdecdkc-1,X3
Br6222_fcdeofde-1,X3
Br6222_fcdgbbji-1,X2
Br6222_fcdkljff-1,X1
Br6222_fcdlnneh-1,X4
Br6222_fcdoaenn-1,X3
Br6222_fcegmpkf-1,X3
Br6222_fceihcif-1,X3
Br6222_fcfbcldi-1,X3
Br6222_fcfckjdh-1,X3
Br6222_fcfgfdbe-1,X3
Br6222_fcfghlba-1,X3
Br6222_fcfkdhce-1,X3
Br6222_fcflmmcj-1,X3
Br6222_fcgcbclm-1,X3
Br6222_fcgpddcm-1,X3
Br6222_fchcpomm-1,X4
Br6222_fchffkng-1,X7
Br6222_fchhefmh-1,X3
Br6222_fchjmeoh-1,X3
Br6222_fchlegif-1,X12
Br6222_fchmfiel-1,X10
Br6222_fchnkiag-1,X3
Br6222_fcibhhlo-1,DISCARD
Br6222_fcjegoee-1,X10
Br6222_fcjeomdd-1,X12
Br6222_fcjgigef-1,X3
Br6222_fckfmgin-1,X3
Br6222_fckgnggh-1,X3
Br6222_fckgodam-1,X1
Br6222_fckjeckg-1,X10
Br6222_fclaeoke-1,X1
Br6222_fclefhkl-1,X10
Br6222_fclffpnj-1,X3
Br6222_fclknpem-1,X3
Br6222_fcloflpp-1,X5
Br6222_fcmdpjjh-1,X3
Br6222_fcmhaadd-1,X3
Br6222_fcmhkmga-1,X3
Br6222_fcmpjcdl-1,X3
Br6222_fcnbfcmh-1,X4
Br6222_fcndkjjm-1,X10
Br6222_fcndpgbe-1,X3
Br6222_fcnffnli-1,X2
Br6222_fcnhcpcd-1,X3
Br6222_fcnikbno-1,X5
Br6222_fcnngecm-1,X3
Br6222_fcoemfab-1,X3
Br6222_fcofkeip-1,X2
Br6222_fcohfdjd-1,X3
Br6222_fcohgead-1,X3
Br6222_fcoihjkb-1,X1
Br6222_fcoojmfd-1,X3
Br6222_fcopgmdi-1,X7
Br6222_fcopooea-1,X3
Br6222_fcpgkhpn-1,X3
Br6222_fcplnhnh-1,X3
Br6222_fdablkmj-1,X4
Br6222_fdaccgca-1,X3
Br6222_fdadjoan-1,X1
Br6222_fdappkca-1,X10
Br6222_fdbagbeb-1,X3
Br6222_fdbbefap-1,X5
Br6222_fdbbemjn-1,X3
Br6222_fdbkianj-1,X3
Br6222_fdbnobpf-1,X3
Br6222_fdcdmiei-1,X12
Br6222_fdcoipll-1,X3
Br6222_fdcoomah-1,X3
Br6222_fddgalnn-1,X3
Br6222_fddijkgg-1,X3
Br6222_fddkhefa-1,X3
Br6222_fdegejmf-1,X10
Br6222_fdeholif-1,X2
Br6222_fdenkbad-1,X3
Br6222_fdepbpfk-1,X3
Br6222_fdfeomld-1,X3
Br6222_fdfkkklm-1,X3
Br6222_fdfmhbfh-1,X1
Br6222_fdfphanf-1,X3
Br6222_fdgbggfk-1,X2
Br6222_fdgfndco-1,DISCARD
Br6222_fdhgmkcd-1,X10
Br6222_fdhhnchn-1,X10
Br6222_fdhjgooi-1,X3
Br6222_fdhnkjnh-1,X3
Br6222_fdiceiac-1,X3
Br6222_fdikacpa-1,DISCARD
Br6222_fdildokm-1,X3
Br6222_fdjaciof-1,DISCARD
Br6222_fdjjhall-1,X3
Br6222_fdjnlffl-1,X5
Br6222_fdjnpfjm-1,X3
Br6222_fdjocgdk-1,X3
Br6222_fdkdkdpf-1,X3
Br6222_fdkgbnne-1,X5
Br6222_fdlknkje-1,X4
Br6222_fdlpppdg-1,X3
Br6222_fdmdlobm-1,X3
Br6222_fdmfaome-1,X3
Br6222_fdmfpbfd-1,X10
Br6222_fdmhahna-1,X3
Br6222_fdmifhof-1,X7
Br6222_fdmjandd-1,X5
Br6222_fdnaehpi-1,X3
Br6222_fdnblknh-1,X3
Br6222_fdncjbgc-1,DISCARD
Br6222_fdnhhknl-1,X5
Br6222_fdnioomh-1,X3
Br6222_fdnjddoo-1,X10
Br6222_fdnjijkj-1,X1
Br6222_fdnngccb-1,X3
Br6222_fdocdpnb-1,X10
Br6222_fdojgcgp-1,X10
Br6222_fdpdameh-1,X3
Br6222_fdpddogh-1,X10
Br6222_fdpefooe-1,X10
Br6222_fdpflonl-1,X3
Br6222_fdpfpkae-1,X3
Br6222_fdpglpaf-1,X10
Br6222_fdphonem-1,X5
Br6222_fdpihomd-1,X3
Br6222_fdplahfk-1,X3
Br6222_feabgggi-1,X4
Br6222_feacmdjm-1,X2
Br6222_feahkimf-1,X3
Br6222_feapadak-1,X2
Br6222_febdkddb-1,X3
Br6222_febfoakd-1,X3
Br6222_febjpcne-1,X3
Br6222_feblackj-1,X3
Br6222_fecalokf-1,X3
Br6222_feciaako-1,X3
Br6222_fecmgjkb-1,X3
Br6222_fecomgcm-1,X3
Br6222_feddhafd-1,X3
Br6222_fededgfb-1,X3
Br6222_fedoolch-1,X3
Br6222_feeiamki-1,X3
Br6222_feeinema-1,X5
Br6222_feemckem-1,X3
Br6222_feenfhbl-1,X3
Br6222_fefbfpgm-1,X3
Br6222_fefcbdab-1,X1
Br6222_fefclpko-1,X3
Br6222_fefgejga-1,X3
Br6222_fefhmmgh-1,X13
Br6222_fefjbdbc-1,X10
Br6222_fefodpni-1,X4
Br6222_feggejih-1,X13
Br6222_fegjncep-1,X10
Br6222_fegmljch-1,X3
Br6222_fegplekk-1,X2
Br6222_fehffbbb-1,X3
Br6222_fehklelk-1,X7
Br6222_feifnnfh-1,DISCARD
Br6222_feihoahh-1,X10
Br6222_feiihcap-1,X3
Br6222_fejblfoi-1,X2
Br6222_fejbmapo-1,X3
Br6222_fejemlok-1,X10
Br6222_fejhglhi-1,X1
Br6222_fejphekn-1,X3
Br6222_fekalkia-1,X5
Br6222_fekaooho-1,X5
Br6222_fekdpcek-1,X3
Br6222_fekkgghk-1,X10
Br6222_fekndlmb-1,X3
Br6222_fekphjlh-1,X3
Br6222_fekplidk-1,X10
Br6222_feleeajd-1,X3
Br6222_felfjjek-1,X1
Br6222_felhciog-1,X3
Br6222_felkckbb-1,X3
Br6222_felkhibk-1,X3
Br6222_fellohnj-1,X12
Br6222_felnphei-1,X3
Br6222_femeofdh-1,X5
Br6222_femfmkjd-1,X3
Br6222_femgdahg-1,X3
Br6222_femijopi-1,X1
Br6222_femjfinn-1,X2
Br6222_femohmbc-1,X1
Br6222_fenbkllk-1,X4
Br6222_fencgkhl-1,X3
Br6222_fenchnkp-1,X3
Br6222_fenflbll-1,X10
Br6222_fenhfdej-1,X3
Br6222_feniolaf-1,X3
Br6222_fenkkfno-1,X3
Br6222_fenojpfc-1,X1
Br6222_feoegmoe-1,X10
Br6222_feogdnhg-1,X3
Br6222_feokandm-1,DISCARD
Br6222_fepdjcba-1,X3
Br6222_fephcgeg-1,X10
Br6222_fepipckc-1,X3
Br6222_fepmmnac-1,X1
Br6222_fepnlobj-1,X3
Br6222_fepopdin-1,X3
Br6222_feppaegn-1,X10
Br6222_ffabkmok-1,X11
Br6222_ffaccmaa-1,X10
Br6222_ffaljjlm-1,X10
Br6222_ffamaach-1,X3
Br6222_ffaobalh-1,X3
Br6222_ffbcnnoj-1,X3
Br6222_ffbfogkc-1,X3
Br6222_ffbjgofa-1,X7
Br6222_ffbkekfb-1,X7
Br6222_ffcemckg-1,X12
Br6222_ffclkden-1,X3
Br6222_ffdhidje-1,X13
Br6222_ffdkglln-1,X13
Br6222_ffdomjen-1,X12
Br6222_ffedgmlg-1,X13
Br6222_ffehpfbk-1,X13
Br6222_ffelbgfo-1,X13
Br6222_fffjnapd-1,X3
Br6222_fffojled-1,X13
Br6222_fffokllb-1,X12
Br6222_ffgdedlf-1,X3
Br6222_ffgjckea-1,X3
Br6222_ffgkjlil-1,X1
Br6222_ffhfnbph-1,X12
Br6222_ffhkhnfh-1,X1
Br6222_ffhlfnoh-1,X3
Br6222_ffhobgif-1,X10
Br6222_ffhokfkd-1,X3
Br6222_ffhpbnod-1,X5
Br6222_ffhpdgme-1,X5
Br6222_ffihpnod-1,X5
Br6222_ffijnmnn-1,X5
Br6222_ffimfbif-1,X7
Br6222_ffjbggmd-1,X7
Br6222_ffjdekcl-1,X7
Br6222_ffjhbpmf-1,X3
Br6222_ffjjbaak-1,X3
Br6222_ffjldnjn-1,DISCARD
Br6222_ffjmgppc-1,X7
Br6222_ffkcoobi-1,X3
Br6222_ffkeoiej-1,X12
Br6222_ffkfdiej-1,X13
Br6222_ffkhiikl-1,X3
Br6222_ffkkkcod-1,X3
Br6222_fflbgnao-1,X3
Br6222_fflflpjo-1,X13
Br6222_ffljmfmd-1,X13
Br6222_fflkohdi-1,X13
Br6222_ffmbfhhp-1,X13
Br6222_ffmbhkdi-1,X13
Br6222_ffnafmgm-1,X3
Br6222_ffnclpdo-1,X3
Br6222_ffnglbpl-1,X3
Br6222_ffnheald-1,X12
Br6222_ffnmckin-1,X12
Br6222_ffocpcge-1,X13
Br6222_ffodnjim-1,X12
Br6222_ffookbap-1,X12
Br6222_ffpjobab-1,X10
Br6222_ffpndplh-1,X7
Br6222_ffpojlpj-1,X7
Br6222_ffppcbcd-1,X13
Br6222_fgabpngh-1,X13
Br6222_fgajmibk-1,X3
Br6222_fgaoefbo-1,X3
Br6222_fgaomdfj-1,X14
Br6222_fgapajbh-1,X3
Br6222_fgapcbee-1,X3
Br6222_fgaphank-1,X3
Br6222_fgbbplbd-1,X3
Br6222_fgbdjdhe-1,X3
Br6222_fgbfnjhh-1,X10
Br6222_fgbhedek-1,X3
Br6222_fgbhmdbp-1,X2
Br6222_fgbjbabm-1,X2
Br6222_fgbneidb-1,X1
