rn	clust_M0_lam0.2_k25_kgeom30_res1	clust_M0_lam0.2_k50_kgeom30_res1	clust_M0_lam0.2_k100_kgeom30_res1
Br6297_hckmfkea-1	X3	X3	X3
Br6297_hclabche-1	X2	X2	X3
Br6297_hclbiedc-1	X3	X18	X15
Br6297_hcleolan-1	X16	X12	X8
Br6297_hclfidhg-1	X9	X9	X14
Br6297_hcliejki-1	X3	X3	X3
Br6297_hcloabjo-1	X3	X3	X3
Br6297_hcmfcifo-1	X5	X5	X4
Br6297_hcmghabo-1	X21	X19	X16
Br6297_hcmpecop-1	X3	X3	X3
Br6297_hcnnngfa-1	X3	X3	X3
Br6297_hcoaffgb-1	X7	X8	X17
Br6297_hcobnbep-1	X17	X11	X10
Br6297_hcohpdon-1	X14	X4	X11
Br6297_hcojfgph-1	X3	X3	X3
Br6297_hcokhmaf-1	X2	X2	X2
Br6297_hcokifnc-1	X3	X3	X3
Br6297_hcpbkejn-1	X3	X3	X3
Br6297_hcplgdcb-1	X10	X12	X8
Br6297_hcpnjehe-1	X9	X9	X14
Br6297_hcppeloe-1	X12	X11	X10
Br6297_hcppigpm-1	X20	X18	X15
Br6297_hdakkbog-1	X3	X4	X3
Br6297_hdbfofoo-1	X6	X6	X5
Br6297_hdbidpki-1	X1	X1	X6
Br6297_hdddnhdk-1	X14	X4	X6
Br6297_hddhikpd-1	X2	X2	X2
Br6297_hddocdlm-1	X9	X9	X14
Br6297_hdendahd-1	X14	X4	X3
Br6297_hdfdbbbg-1	X3	X3	X3
Br6297_hdfhndcn-1	X20	X18	X15
Br6297_hdgbekdb-1	X7	X8	X17
Br6297_hdgbngdn-1	X3	X3	X3
Br6297_hdgghipm-1	X3	X3	X3
Br6297_hdghmcgk-1	X13	X13	X9
Br6297_hdgjlfoh-1	X20	X18	X15
Br6297_hdhaghkh-1	X14	X4	X11
Br6297_hdhdfgli-1	X1	X1	X1
Br6297_hdhgmikn-1	X3	X3	X3
Br6297_hdhhaolc-1	X12	X19	X16
Br6297_hdiahgjg-1	X3	X3	X3
Br6297_hdibeonb-1	X3	X3	X3
Br6297_hdicednc-1	X3	X3	X3
Br6297_hdikhbep-1	X3	X3	X3
Br6297_hdimlamc-1	X5	X5	X4
Br6297_hdioefjd-1	X3	X3	X3
Br6297_hdipmnpc-1	X3	X3	X3
Br6297_hdjigjdk-1	X2	X2	X2
Br6297_hdjoidlk-1	X9	X9	X6
Br6297_hdkajnpp-1	X9	X9	X14
Br6297_hdkaoeen-1	X18	X17	X6
Br6297_hdkgkdnf-1	X3	X3	X3
Br6297_hdleekfl-1	X3	X3	X3
Br6297_hdlfgeak-1	X16	X12	X8
Br6297_hdljmfai-1	X3	X18	X15
Br6297_hdlnnnml-1	X3	X3	X3
Br6297_hdmepmfp-1	X3	X3	X3
Br6297_hdmfkmkb-1	X10	X18	X15
Br6297_hdmfoocj-1	X3	X3	X3
Br6297_hdndoinn-1	X3	X3	X3
Br6297_hdnfagob-1	X3	X4	X3
Br6297_hdnfpfed-1	X3	X3	X3
Br6297_hdnidbhm-1	X2	X2	X2
Br6297_hdnkkjgp-1	X3	X18	X15
Br6297_hdocfclh-1	X3	X3	X3
Br6297_hdodbilo-1	X3	X3	X3
Br6297_hdodjlig-1	X3	X3	X15
Br6297_hdomkfdc-1	X3	X3	X3
Br6297_hdonimlc-1	X3	X3	X3
Br6297_hdoodamh-1	X3	X3	X3
Br6297_hdopefbm-1	X11	X4	X3
Br6297_hdpcifee-1	X19	X2	X2
Br6297_hdpeimje-1	X19	X2	X5
Br6297_hdpelglo-1	X19	X6	X5
Br6297_hdplbfmf-1	X19	X2	X5
Br6297_hdplljnn-1	X19	X2	X2
Br6297_heabbdpi-1	X2	X2	X2
Br6297_hebbcnlb-1	X19	X6	X3
Br6297_hebggmnp-1	X19	X2	X2
Br6297_hebgjhli-1	X2	X2	X2
Br6297_hebmgljd-1	X19	X2	X5
Br6297_hebmlgdp-1	X11	X10	X3
Br6297_heccfalj-1	X19	X6	X5
Br6297_hecfdjim-1	X11	X10	X3
Br6297_hecjemcm-1	X19	X2	X2
Br6297_hedcggbk-1	X19	X6	X5
Br6297_hedhfhgh-1	X3	X3	X3
Br6297_hedhpdkn-1	X5	X5	X4
Br6297_hedojade-1	X3	X3	X3
Br6297_heecgbfo-1	X3	X3	X3
Br6297_hefdbkok-1	X21	X19	X16
Br6297_hefefede-1	X20	X18	X15
Br6297_hefffacf-1	X21	X4	X11
Br6297_hefkjnfo-1	X2	X2	X2
Br6297_hefnhbad-1	X3	X18	X15
Br6297_hegebpbk-1	X16	X12	X8
Br6297_heggfohc-1	X20	X4	X15
Br6297_hehafifd-1	X3	X4	X3
Br6297_hehbpdcl-1	X21	X19	X16
Br6297_hehddhjp-1	X8	X7	X6
Br6297_heheadmn-1	X3	X3	X3
Br6297_hehepgjm-1	X8	X7	X6
Br6297_hehfiocj-1	X21	X19	X16
Br6297_hehhklna-1	X5	X5	X4
Br6297_hehiiill-1	X2	X2	X2
Br6297_hehkgjdf-1	X21	X19	X16
Br6297_hehndbig-1	X5	X5	X3
Br6297_heiipjio-1	X2	X2	X2
Br6297_heimpjbi-1	X16	X12	X19
Br6297_heippdag-1	X3	X18	X15
Br6297_hejalehh-1	X3	X3	X3
Br6297_hekgncfh-1	X3	X3	X3
Br6297_hekkdigp-1	X7	X3	X3
Br6297_hekkkejl-1	X5	X5	X4
Br6297_heklifej-1	X3	X1	X1
Br6297_heknggdp-1	X3	X3	X3
Br6297_heknmcfn-1	X3	X18	X15
Br6297_hekohknh-1	X3	X18	X15
Br6297_helfnpam-1	X3	X3	X3
Br6297_helipioh-1	X3	X3	X3
Br6297_helkgede-1	X3	X3	X3
Br6297_hemhdggj-1	X3	X18	X15
Br6297_hemhoncm-1	X2	X2	X2
Br6297_hemnjjlm-1	X5	X5	X4
Br6297_hemnnhlg-1	X3	X3	X3
Br6297_hemphadl-1	X3	X1	X1
Br6297_henamafj-1	X21	X19	X16
Br6297_henfbamm-1	X5	X5	X4
Br6297_henfelip-1	X19	X6	X5
Br6297_henpbehc-1	X19	X6	X5
Br6297_heoafipf-1	X11	X10	X3
Br6297_heoclkkj-1	X19	X6	X5
Br6297_heohpihp-1	X10	X12	X8
Br6297_heokemfn-1	X21	X19	X16
Br6297_hfaabmog-1	X3	X3	X3
Br6297_hfabfnjl-1	X3	X3	X3
Br6297_hfafciia-1	X3	X3	X3
Br6297_hfajncjc-1	X3	X3	X3
Br6297_hfamohkc-1	X19	X6	X5
Br6297_hfbbmcpj-1	X19	X2	X2
Br6297_hfbkdkbg-1	X19	X6	X13
Br6297_hfcdnopb-1	X19	X6	X5
Br6297_hfchdomn-1	X20	X18	X15
Br6297_hfcpbgkn-1	X2	X2	X2
Br6297_hfdeiakc-1	X9	X9	X6
Br6297_hfdeihpj-1	X14	X4	X3
Br6297_hfdgfaie-1	X21	X19	X16
Br6297_hfdhlihn-1	X3	X3	X3
Br6297_hfdjkbpf-1	X3	X4	X3
Br6297_hfdmbeem-1	X3	X3	X3
Br6297_hfdpdhpn-1	X2	X2	X2
Br6297_hfecdamo-1	X3	X4	X3
Br6297_hfegbclg-1	X14	X4	X6
Br6297_hfekpedi-1	X6	X6	X5
Br6297_hfelpmde-1	X9	X9	X6
Br6297_hfepedaa-1	X17	X19	X16
Br6297_hfepjfek-1	X8	X7	X7
Br6297_hffabebj-1	X21	X19	X16
Br6297_hffahgng-1	X3	X3	X3
Br6297_hffdpggj-1	X9	X4	X6
Br6297_hffigbfk-1	X3	X4	X3
Br6297_hffkjejb-1	X9	X3	X6
Br6297_hffkpoco-1	X20	X18	X15
Br6297_hfflfjcf-1	X9	X3	X6
Br6297_hffmjdpo-1	X3	X18	X15
Br6297_hffmnjki-1	X8	X7	X6
Br6297_hffpjige-1	X9	X9	X6
Br6297_hfgadlkh-1	X3	X1	X1
Br6297_hfgceiie-1	X3	X3	X3
Br6297_hfggmiog-1	X3	X3	X3
Br6297_hfghbnia-1	X21	X19	X16
Br6297_hfgjjnbn-1	X3	X3	X3
Br6297_hfgoalak-1	X3	X3	X3
Br6297_hfgpfcnb-1	X9	X4	X6
Br6297_hfgppbcg-1	X3	X18	X15
Br6297_hfhabepl-1	X2	X2	X2
Br6297_hfhechck-1	X3	X3	X3
Br6297_hfhflced-1	X3	X18	X15
Br6297_hfhfpgob-1	X3	X3	X3
Br6297_hfhlelde-1	X12	X19	X16
Br6297_hfhonlep-1	X3	X3	X3
Br6297_hfibhipc-1	X3	X3	X3
Br6297_hfieolij-1	X12	X19	X16
Br6297_hfioagbd-1	X3	X3	X3
Br6297_hfjdoihn-1	X2	X2	X2
Br6297_hfjiidpa-1	X3	X3	X3
Br6297_hfkfdmil-1	X8	X7	X7
Br6297_hfkhdnlg-1	X21	X19	X16
Br6297_hfkioaoo-1	X3	X3	X3
Br6297_hfkmniig-1	X3	X3	X3
Br6297_hflamgam-1	X21	X19	X16
Br6297_hflegnca-1	X17	X19	X16
Br6297_hfljhgbo-1	X3	X3	X3
Br6297_hflmbafp-1	X20	X18	X15
Br6297_hflmdadm-1	X3	X3	X3
Br6297_hflpfmmg-1	X20	X18	X15
Br6297_hfmahbof-1	X14	X19	X16
Br6297_hfmcbdpo-1	X21	X19	X16
Br6297_hfmcokpb-1	X14	X4	X3
Br6297_hfmlmfbl-1	X23	X16	X18
Br6297_hfnfcgnm-1	X8	X7	X7
Br6297_hfnfmpbj-1	X14	X11	X10
Br6297_hfnjpdaj-1	X8	X9	X14
Br6297_hfnmledp-1	X3	X3	X3
Br6297_hfnpbjpa-1	X3	X3	X3
Br6297_hfobllib-1	X12	X11	X16
Br6297_hfockfni-1	X3	X4	X3
Br6297_hfoffjhp-1	X3	X4	X3
Br6297_hfogldle-1	X6	X6	X5
Br6297_hfojpnii-1	X21	X11	X10
Br6297_hfololdk-1	X3	X4	X3
Br6297_hfondmbg-1	X3	X3	X3
Br6297_hfpfjnfd-1	X12	X20	X16
Br6297_hfphgnbh-1	X14	X4	X11
Br6297_hfpiagkj-1	X1	X1	X3
Br6297_hgacjijn-1	X3	X3	X3
Br6297_hgakknif-1	X3	X3	X3
Br6297_hgalckmo-1	X3	X3	X3
Br6297_hgbcfccl-1	X2	X2	X2
Br6297_hgbkjeff-1	X14	X4	X11
Br6297_hgbmagpa-1	X7	X8	X3
Br6297_hgbmmcao-1	X3	X4	X3
Br6297_hgbnggbj-1	X7	X8	X17
Br6297_hgcabfjh-1	X24	X19	X16
Br6297_hgccceap-1	X14	X4	X6
Br6297_hgcdiael-1	X14	X4	X6
Br6297_hgcihphc-1	X3	X3	X3
Br6297_hgdcaljg-1	X3	X3	X3
Br6297_hgdecdbi-1	X3	X3	X3
Br6297_hgdgmefl-1	X3	X3	X3
Br6297_hgebihig-1	X3	X3	X3
Br6297_hgecgmlf-1	X9	X9	X6
Br6297_hgegmjdd-1	X3	X3	X3
Br6297_hgeleioc-1	X20	X4	X11
Br6297_hgeogaff-1	X5	X5	X4
Br6297_hgepeheb-1	X3	X3	X3
Br6297_hgeplfil-1	X3	X3	X15
Br6297_hgfcnmlb-1	X20	X18	X15
Br6297_hgfcnpla-1	X9	X9	X14
Br6297_hgfkpnbh-1	X21	X19	X16
Br6297_hgflfmoo-1	X21	X19	X16
Br6297_hggbbfhh-1	X21	X19	X16
Br6297_hggmkgph-1	X21	X19	X16
Br6297_hghechgb-1	X20	X4	X3
Br6297_hghgkhac-1	X3	X3	X3
Br6297_hghhdhhd-1	X10	X12	X8
Br6297_hgiaobll-1	X9	X3	X6
Br6297_hgikebno-1	X3	X3	X3
Br6297_hgimeeni-1	X3	X3	X3
Br6297_hginbapf-1	X5	X5	X4
Br6297_hgiokecg-1	X12	X11	X16
Br6297_hgjccdle-1	X3	X3	X3
Br6297_hgjdhfbo-1	X3	X3	X3
Br6297_hgjfhnkp-1	X20	X18	X15
Br6297_hgjgagcg-1	X21	X19	X16
Br6297_hgjilihm-1	X3	X3	X3
Br6297_hgjkadnh-1	X21	X19	X16
Br6297_hgjnfmjj-1	X3	X3	X3
Br6297_hgkfggjj-1	X3	X18	X15
Br6297_hgkfjppp-1	X21	X4	X3
Br6297_hgkicpcm-1	X3	X3	X3
Br6297_hgkifanp-1	X3	X3	X3
Br6297_hgkipele-1	X3	X3	X3
Br6297_hgkjddai-1	X25	X20	X20
Br6297_hgkmoebg-1	X3	X3	X3
Br6297_hgljhpla-1	X3	X3	X3
Br6297_hgllafcb-1	X6	X2	X3
Br6297_hglloaki-1	X25	X3	X3
Br6297_hglnmpca-1	X3	X3	X3
Br6297_hgloeimk-1	X5	X5	X4
Br6297_hgmahooi-1	X5	X3	X3
Br6297_hgmcdjbk-1	X2	X2	X2
Br6297_hgmjmehf-1	X3	X3	X3
Br6297_hgmnagbe-1	X3	X3	X3
Br6297_hgmpkcia-1	X2	X2	X2
Br6297_hgnkdcng-1	X21	X11	X16
Br6297_hgnmocoo-1	X3	X4	X3
Br6297_hgnpdcmd-1	X3	X3	X3
Br6297_hgocmijm-1	X19	X2	X2
Br6297_hgohmokh-1	X6	X6	X5
Br6297_hgomdmme-1	X3	X3	X3
Br6297_hgondajf-1	X3	X1	X1
Br6297_hgopfidk-1	X5	X5	X4
Br6297_hgpfleag-1	X6	X6	X5
Br6297_hgpflebd-1	X9	X9	X14
Br6297_hgpgfafl-1	X2	X2	X2
Br6297_hgpmlagh-1	X6	X6	X5
Br6297_hhadefkl-1	X6	X2	X2
Br6297_hhagaage-1	X14	X4	X3
Br6297_hhanichh-1	X3	X3	X3
Br6297_hhbfghdp-1	X24	X4	X11
Br6297_hhblgjml-1	X3	X3	X3
Br6297_hhbpokdb-1	X11	X11	X16
Br6297_hhcadnji-1	X6	X2	X2
Br6297_hhcchblf-1	X6	X2	X2
Br6297_hhchehmj-1	X3	X3	X3
Br6297_hhcilobh-1	X2	X2	X2
Br6297_hhdffbbj-1	X12	X11	X16
Br6297_hhdiffoh-1	X3	X3	X3
Br6297_hhdpfjne-1	X3	X3	X3
Br6297_hhdppmdc-1	X3	X3	X3
Br6297_hhedpeig-1	X3	X1	X3
Br6297_hhfbehgj-1	X3	X3	X3
Br6297_hhfkjned-1	X21	X19	X16
Br6297_hhflinic-1	X21	X19	X16
Br6297_hhfohehj-1	X14	X4	X3
Br6297_hhgefmog-1	X3	X4	X3
Br6297_hhgekdon-1	X3	X3	X3
Br6297_hhggabbj-1	X3	X4	X3
Br6297_hhgmgmdd-1	X24	X4	X11
Br6297_hhgocmpk-1	X1	X1	X1
Br6297_hhgofbae-1	X3	X4	X3
Br6297_hhhdhppe-1	X3	X3	X3
Br6297_hhhilhob-1	X3	X3	X3
Br6297_hhicdpfe-1	X3	X3	X3
Br6297_hhikookc-1	X21	X19	X16
Br6297_hhineacn-1	X3	X3	X3
Br6297_hhinmhpi-1	X3	X4	X3
Br6297_hhjaklfg-1	X2	X2	X2
Br6297_hhjdiifn-1	X9	X9	X6
Br6297_hhjeiajg-1	X3	X3	X3
Br6297_hhkkbkka-1	X20	X18	X15
Br6297_hhkoedbg-1	X3	X3	X3
Br6297_hhlelfak-1	X3	X3	X3
Br6297_hhlmcoif-1	X3	X3	X3
Br6297_hhlpdmmd-1	X3	X3	X3
Br6297_hhlpgmpj-1	X3	X3	X3
Br6297_hhmaihge-1	X3	X3	X3
Br6297_hhmbmepb-1	X20	X18	X15
Br6297_hhnakapg-1	X3	X3	X3
Br6297_hhndpimh-1	X8	X7	X7
Br6297_hhnfnkgi-1	X14	X4	X11
Br6297_hhnhhald-1	X21	X19	X16
Br6297_hhnjdgod-1	X21	X19	X16
Br6297_hhnjdhdc-1	X3	X3	X3
Br6297_hhnmnihg-1	X3	X4	X3
Br6297_hhoamalh-1	X6	X6	X5
Br6297_hhodijjh-1	X3	X3	X3
Br6297_hhojefck-1	X17	X11	X10
Br6297_hhokcjkp-1	X8	X9	X6
Br6297_hhomakdm-1	X3	X5	X3
Br6297_hhoofncf-1	X2	X2	X2
Br6297_hhpdjhdd-1	X12	X11	X16
Br6297_hhpfcpml-1	X21	X11	X16
Br6297_hhpgcmai-1	X3	X4	X11
Br6297_hhpndgde-1	X3	X3	X3
Br6297_hiabehfa-1	X1	X3	X3
Br6297_hiabeiig-1	X5	X5	X3
Br6297_hiabepfc-1	X3	X3	X3
Br6297_hiaijjfl-1	X3	X3	X3
Br6297_hiajagpk-1	X2	X2	X2
Br6297_hiakpjap-1	X11	X11	X16
Br6297_hiamdlhf-1	X6	X6	X5
Br6297_hiamekmj-1	X3	X3	X3
Br6297_hiandaak-1	X4	X2	X2
Br6297_hichijae-1	X2	X2	X2
Br6297_hicldbla-1	X3	X3	X3
Br6297_hideiige-1	X24	X11	X16
Br6297_hidgboko-1	X25	X20	X20
Br6297_hidmifme-1	X3	X3	X3
Br6297_hidnkdmd-1	X3	X3	X3
Br6297_hidppchh-1	X12	X11	X16
Br6297_hiebcddd-1	X3	X4	X3
Br6297_hieekcco-1	X3	X4	X3
Br6297_hieephnm-1	X3	X4	X3
Br6297_hifdgbnb-1	X3	X3	X3
Br6297_hifeihbd-1	X3	X3	X3
Br6297_hifemmkh-1	X14	X4	X16
Br6297_hifhflbe-1	X3	X3	X3
Br6297_hifmphbj-1	X3	X3	X3
Br6297_higenhdh-1	X3	X3	X3
Br6297_higfaije-1	X2	X2	X2
Br6297_higfbhpo-1	X3	X3	X3
Br6297_higkcgmp-1	X3	X3	X3
Br6297_higkoikn-1	X3	X3	X3
Br6297_hihbgbpl-1	X3	X3	X3
Br6297_hihgahob-1	X20	X18	X15
Br6297_hihgfldh-1	X3	X3	X3
Br6297_hihiomgp-1	X21	X19	X16
Br6297_hiigockd-1	X3	X1	X3
Br6297_hiioamce-1	X12	X19	X16
Br6297_hijbdmfm-1	X25	X20	X20
Br6297_hijeallh-1	X25	X12	X8
Br6297_hijgenen-1	X12	X20	X10
Br6297_hijnpipj-1	X12	X11	X16
Br6297_hikapdkd-1	X2	X2	X2
Br6297_hilfihgg-1	X3	X3	X3
Br6297_hilfjali-1	X3	X3	X3
Br6297_hilgmdfj-1	X12	X11	X16
Br6297_hiljkcei-1	X24	X11	X16
Br6297_hilkclhj-1	X3	X3	X3
Br6297_hiloengg-1	X3	X3	X3
Br6297_hilofemp-1	X3	X3	X3
Br6297_himgcbme-1	X6	X2	X2
Br6297_himicnja-1	X3	X3	X3
Br6297_himmgonj-1	X2	X2	X2
Br6297_himpojap-1	X2	X2	X2
Br6297_hinagdpe-1	X3	X18	X15
Br6297_hinamkad-1	X25	X4	X15
Br6297_hinippok-1	X21	X19	X16
Br6297_hioefhll-1	X14	X4	X3
Br6297_hioflnnc-1	X3	X18	X15
Br6297_hiojboll-1	X16	X12	X8
Br6297_hiojnoeb-1	X21	X19	X16
Br6297_hiokjoeb-1	X3	X3	X3
Br6297_hioleecn-1	X3	X3	X3
Br6297_hiolobdi-1	X3	X3	X3
Br6297_hipahdah-1	X3	X1	X1
Br6297_hipgapgf-1	X20	X18	X15
Br6297_hipiniof-1	X12	X11	X16
Br6297_hipjdlbj-1	X3	X3	X3
Br6297_hipogbop-1	X12	X19	X16
Br6297_hjabjgck-1	X21	X19	X16
Br6297_hjakpoen-1	X3	X3	X3
Br6297_hjalflnp-1	X12	X11	X10
Br6297_hjalmljc-1	X20	X4	X11
Br6297_hjamdndh-1	X3	X4	X15
Br6297_hjbphgnd-1	X3	X3	X3
Br6297_hjcdmejl-1	X3	X3	X3
Br6297_hjcikabf-1	X16	X12	X8
Br6297_hjcjaiad-1	X5	X5	X4
Br6297_hjcjclem-1	X2	X2	X2
Br6297_hjcnbaod-1	X9	X9	X6
Br6297_hjcnccdn-1	X2	X2	X2
Br6297_hjdaplod-1	X8	X7	X6
Br6297_hjdbodce-1	X20	X18	X15
Br6297_hjdocbkf-1	X3	X18	X15
Br6297_hjdoipml-1	X3	X3	X3
Br6297_hjdooljj-1	X3	X4	X3
Br6297_hjeaiapg-1	X3	X3	X3
Br6297_hjeanflg-1	X6	X6	X5
Br6297_hjeefkic-1	X20	X12	X15
Br6297_hjekjefe-1	X3	X1	X3
Br6297_hjffdfig-1	X3	X3	X3
Br6297_hjfgkcao-1	X3	X3	X3
Br6297_hjfgndpb-1	X3	X3	X3
Br6297_hjfocepl-1	X3	X3	X3
Br6297_hjfpmopa-1	X3	X3	X3
Br6297_hjgbdnle-1	X21	X11	X16
Br6297_hjgeikff-1	X2	X2	X2
Br6297_hjgemoee-1	X11	X11	X16
Br6297_hjggkpjo-1	X8	X7	X7
Br6297_hjgpdjac-1	X2	X2	X2
Br6297_hjhbbbon-1	X24	X20	X10
Br6297_hjhemljm-1	X2	X2	X2
Br6297_hjhmalgc-1	X2	X2	X2
Br6297_hjhocgmo-1	X9	X9	X14
Br6297_hjhopcea-1	X3	X1	X3
Br6297_hjijhjjd-1	X14	X4	X11
Br6297_hjjepihl-1	X3	X3	X3
Br6297_hjjkokoi-1	X24	X11	X16
Br6297_hjjndegn-1	X12	X20	X10
Br6297_hjkfamab-1	X14	X4	X11
Br6297_hjkgejno-1	X1	X1	X1
Br6297_hjkgmgpl-1	X9	X9	X6
Br6297_hjkhpphe-1	X4	X14	X1
Br6297_hjlaoakh-1	X2	X2	X2
Br6297_hjlldgbd-1	X21	X19	X16
Br6297_hjlmnjga-1	X3	X3	X3
Br6297_hjmgciea-1	X3	X3	X3
Br6297_hjmnofhf-1	X10	X12	X8
Br6297_hjnbnfld-1	X7	X8	X17
Br6297_hjnmiopg-1	X5	X5	X4
Br6297_hjnnikgo-1	X3	X4	X3
Br6297_hjnphopg-1	X6	X6	X5
Br6297_hjodjfnk-1	X1	X1	X1
Br6297_hjooidod-1	X21	X20	X10
Br6297_hjopedll-1	X1	X1	X1
Br6297_hjpbelbo-1	X14	X4	X11
Br6297_hkaedlll-1	X5	X5	X4
Br6297_hkajlhmi-1	X3	X3	X3
Br6297_hkanlnef-1	X3	X1	X3
Br6297_hkapjbjn-1	X18	X4	X3
Br6297_hkbbgeee-1	X2	X2	X2
Br6297_hkbeckdj-1	X25	X20	X20
Br6297_hkbhokei-1	X2	X2	X2
Br6297_hkbjpmji-1	X25	X20	X20
Br6297_hkbkihnc-1	X25	X20	X20
Br6297_hkbobgfb-1	X6	X6	X5
Br6297_hkccogfp-1	X2	X2	X2
Br6297_hkcgooel-1	X5	X5	X4
Br6297_hkcioiac-1	X2	X2	X2
Br6297_hkcmjdjg-1	X3	X3	X3
Br6297_hkdeepnn-1	X6	X6	X5
Br6297_hkdomchd-1	X2	X2	X2
Br6297_hkebpfch-1	X3	X3	X3
Br6297_hkekemde-1	X3	X1	X3
Br6297_hkelcnan-1	X24	X11	X16
Br6297_hkeplbkb-1	X24	X20	X10
Br6297_hkfdbieg-1	X3	X4	X3
Br6297_hkhcdfdk-1	X3	X3	X3
Br6297_hkhigdee-1	X2	X2	X2
Br6297_hkhlcibi-1	X3	X3	X3
Br6297_hkhpdjmo-1	X3	X3	X3
Br6297_hkidekmd-1	X5	X5	X4
Br6297_hkihldmh-1	X1	X1	X1
Br6297_hkiobacl-1	X10	X18	X15
Br6297_hkjfjaac-1	X3	X3	X3
Br6297_hkjfldal-1	X3	X3	X3
Br6297_hkjnjfah-1	X3	X3	X3
Br6297_hkjnnnhg-1	X3	X18	X15
Br6297_hkkcidma-1	X3	X3	X3
Br6297_hkkdhokj-1	X3	X3	X3
Br6297_hkkemfcd-1	X21	X19	X16
Br6297_hkkfllfg-1	X3	X1	X3
Br6297_hklchjoh-1	X9	X9	X6
Br6297_hklikcno-1	X3	X1	X3
Br6297_hklkiajd-1	X23	X18	X15
Br6297_hkllokan-1	X2	X2	X2
Br6297_hklomdhi-1	X3	X18	X15
Br6297_hkmcagle-1	X9	X9	X14
Br6297_hknajchj-1	X3	X3	X3
Br6297_hknfggkl-1	X21	X19	X16
Br6297_hknnnhaa-1	X2	X2	X2
Br6297_hknpgaff-1	X20	X18	X15
Br6297_hkoefcei-1	X3	X3	X3
Br6297_hkofdclg-1	X3	X3	X3
Br6297_hkofklel-1	X3	X4	X3
Br6297_hkoiieho-1	X3	X3	X3
Br6297_hkoohkog-1	X3	X3	X3
Br6297_hkpkilpo-1	X3	X3	X3
Br6297_hkpmfmmi-1	X6	X2	X2
Br6297_hkpnighb-1	X3	X3	X3
Br6297_hkpnionf-1	X6	X2	X5
Br6297_hkpphlki-1	X20	X4	X11
Br6297_hlaaoolc-1	X21	X19	X16
Br6297_hlaempaf-1	X3	X18	X15
Br6297_hlafpopb-1	X3	X4	X3
Br6297_hlahfehg-1	X3	X3	X3
Br6297_hlajclak-1	X3	X3	X3
Br6297_hlapdkmh-1	X12	X11	X16
Br6297_hlbakjpf-1	X2	X2	X2
Br6297_hlbfipjp-1	X3	X3	X3
Br6297_hlbhgphj-1	X12	X11	X16
Br6297_hlbjdjbg-1	X12	X11	X16
Br6297_hlbopbnb-1	X3	X3	X15
Br6297_hlccmmlb-1	X9	X9	X6
Br6297_hlcgecfm-1	X3	X3	X3
Br6297_hlckdhhj-1	X12	X11	X10
Br6297_hlclhlhg-1	X2	X2	X2
Br6297_hlcnjmdp-1	X5	X5	X4
Br6297_hlcnmill-1	X9	X9	X14
Br6297_hldojgfm-1	X5	X5	X4
Br6297_hldpkond-1	X11	X11	X16
Br6297_hlefaehg-1	X3	X3	X3
Br6297_hlepchpl-1	X9	X9	X14
Br6297_hlfbaenn-1	X3	X4	X3
Br6297_hlfgmeam-1	X3	X4	X3
Br6297_hlfmkafd-1	X9	X9	X14
Br6297_hlgemdef-1	X3	X3	X3
Br6297_hlglgcin-1	X3	X18	X15
Br6297_hlgoleal-1	X20	X18	X15
Br6297_hlgpkioo-1	X21	X19	X16
Br6297_hlhagmmc-1	X20	X18	X15
Br6297_hlhfonoj-1	X17	X19	X16
Br6297_hlhncgep-1	X5	X5	X4
Br6297_hlicbjbe-1	X11	X10	X3
Br6297_hlicopgo-1	X11	X11	X9
Br6297_hlifjfdd-1	X10	X10	X3
Br6297_hlifpjia-1	X18	X17	X6
Br6297_hlinjnob-1	X19	X6	X5
Br6297_hljadmji-1	X19	X6	X5
Br6297_hljbehbe-1	X19	X6	X5
Br6297_hljpbhim-1	X19	X6	X5
Br6297_hlkaggfe-1	X19	X6	X5
Br6297_hlkgnlim-1	X19	X6	X5
Br6297_hlkoedko-1	X1	X1	X1
Br6297_hllcicij-1	X19	X6	X5
Br6297_hllgghpc-1	X19	X6	X5
Br6297_hllhmcdi-1	X9	X9	X6
Br6297_hlmeablf-1	X11	X11	X16
Br6297_hlmmhcan-1	X10	X12	X8
Br6297_hlmplekh-1	X12	X19	X16
Br6297_hlncoinb-1	X9	X9	X6
Br6297_hlnjcdia-1	X17	X11	X10
Br6297_hlnkbfph-1	X3	X4	X3
Br6297_hlnmgnco-1	X9	X4	X6
Br6297_hlnomppo-1	X3	X3	X3
Br6297_hlnpgegc-1	X24	X19	X16
Br6297_hloaomeg-1	X3	X4	X3
Br6297_hlodnikl-1	X3	X3	X3
Br6297_hlodopoi-1	X2	X2	X2
Br6297_hlofmimj-1	X21	X19	X16
Br6297_hlohdjcc-1	X3	X3	X3
Br6297_hlohibib-1	X20	X12	X15
Br6297_hloknjoi-1	X5	X5	X4
Br6297_hlophmpo-1	X9	X9	X14
Br6297_hlpacpem-1	X19	X6	X5
Br6297_hlpicoic-1	X19	X6	X5
Br6297_hlpjpeoc-1	X19	X6	X5
Br6297_hlpnfkop-1	X19	X6	X5
Br6297_hlpnikea-1	X19	X6	X5
Br6297_hlpnjhmb-1	X19	X6	X5
Br6297_hlpolclc-1	X19	X6	X5
Br6297_hmaaadfb-1	X19	X2	X5
Br6297_hmaabbcn-1	X19	X6	X5
Br6297_hmaedpgd-1	X19	X6	X5
Br6297_hmahfmgh-1	X19	X6	X5
